Unnamed: 0,Player,height,weight,collage,born,birth_city,birth_state,height_m,bmi
1984,Sherman Douglas,183.0,81.0,Syracuse University,1966.0,Washington,District of Columbia,1.83,24.187046492878256
1985,Terry Dozier,206.0,95.0,University of South Carolina,1966.0,Baltimore,Maryland,2.06,22.38665284192667
1986,Blue Edwards,193.0,90.0,East Carolina University,1965.0,Washington,District of Columbia,1.93,24.161722462347985
1987,Jay Edwards,213.0,102.0,University of Washington,1955.0,Seattle,Washington,2.13,22.482311710639426
1988,Sean Elliott,203.0,92.0,University of Arizona,1968.0,Tucson,Arizona,2.03,22.32522021888423
1989,Pervis Ellison,206.0,95.0,University of Louisville,1967.0,Savannah,Georgia,2.06,22.38665284192667
1990,Derrick Gervin,203.0,90.0,University of Texas at San Antonio,1963.0,Detroit,Michigan,2.03,21.83988934456066
1991,Greg Grant,170.0,63.0,Trenton State University,1966.0,Trenton,New Jersey,1.7,21.79930795847751
1992,Scott Haffner,190.0,81.0,University of Evansville,1966.0,Terre Haute,Indiana,1.9,22.437673130193907
1993,Tom Hammonds,206.0,97.0,Georgia Institute of Technology,1967.0,Fort Walton,Florida,2.06,22.857950796493544
1994,Tim Hardaway,183.0,79.0,University of Texas at El Paso,1966.0,Chicago,Illinois,1.83,23.589835468362743
1995,Mike Higgins,206.0,99.0,University of Northern Colorado,1967.0,Grand Island,Nebraska,2.06,23.329248751060423
1996,Ed Horton,203.0,104.0,University of Iowa,1967.0,Springfield,Illinois,2.03,25.237205464825653
1997,Byron Irvin,196.0,86.0,University of Missouri,1966.0,LaGrange,Illinois,1.96,22.38650562265723
1998,Jaren Jackson,193.0,86.0,Georgetown University,1967.0,New Orleans,Louisiana,1.93,23.087868130688072
1999,Eric Johnson,188.0,92.0,University of Nebraska,1966.0,Brooklyn,New York,1.88,26.029877772747852
2000,Nate Johnston,203.0,95.0,University of Tampa,1966.0,Birmingham,Alabama,2.03,23.053216530369586
2001,Shawn Kemp,208.0,104.0,Trinity Valley Community College,1969.0,Elkhart,Indiana,2.08,24.038461538461537
2002,Stan Kimbrough,180.0,69.0,Xavier University,1966.0,Tuscaloosa,Alabama,1.8,21.296296296296294
2003,Stacey King,211.0,104.0,University of Oklahoma,1967.0,Lawton,Oklahoma,2.11,23.35976280856225
2004,Frank Kornet,206.0,102.0,Vanderbilt University,1967.0,Lexington,Kentucky,2.06,24.036195682910737
2005,Jeff Lebo,188.0,81.0,University of North Carolina,1966.0,Carlisle,Pennsylvania,1.88,22.917609778180175
2006,Tim Legler,193.0,90.0,La Salle University,1966.0,Washington,District of Columbia,1.93,24.161722462347985
2007,Gary Leonard,216.0,113.0,University of Missouri,1967.0,Belleville,Illinois,2.16,24.219821673525374
2008,Clifford Lett,190.0,77.0,University of Florida,1965.0,Pensacola,Florida,1.9,21.329639889196677
2009,Todd Lichti,193.0,92.0,Stanford University,1967.0,Walnut Creek,California,1.93,24.69864962817794
2010,Roy Marble,198.0,86.0,University of Iowa,1966.0,Flint,Michigan,1.98,21.93653708805224
2011,Sarunas Marciulionis*,196.0,90.0,,1964.0,Kaunas,Lithuania,1.96,23.427738442315704
2012,Jeff Martin,196.0,88.0,Murray State University,1967.0,Cherry Valley,Arkansas,1.96,22.907122032486466
2013,Anthony Mason,201.0,113.0,Tennessee State University,1966.0,Miami,Florida,2.01,27.96960471275464
2014,Bob McCann,198.0,110.0,Morehead State University,1964.0,Morristown,New Jersey,1.98,28.058361391694724
2015,Mel McCants,203.0,108.0,Purdue University,1967.0,Chicago,Illinois,2.03,26.20786721347279
2016,George McCloud,198.0,92.0,Florida State University,1967.0,Daytona Beach,Florida,1.98,23.46699316396286
2017,Carlton McKinney,193.0,86.0,Southern Methodist University,1964.0,San Diego,California,1.93,23.087868130688072
2018,Scott Meents,208.0,102.0,University of Illinois at Urbana-Champaign,1964.0,Kankakee,Illinois,2.08,23.57618343195266
2019,Sam Mitchell,198.0,95.0,Mercer University,1963.0,Columbus,Georgia,1.98,24.232221201918172
2020,Mike Morrison,193.0,88.0,Loyola College in Maryland,1967.0,Washington,District of Columbia,1.93,23.624795296518027
2021,John Morton,190.0,81.0,Seton Hall University,1967.0,Bronx,New York,1.9,22.437673130193907
2022,Dyron Nix,201.0,95.0,University of Tennessee,1967.0,Meridian,Mississippi,2.01,23.514269448776027
2023,Zarko Paspalj,206.0,97.0,,1966.0,Pljevlja,Montenegro,2.06,22.857950796493544
2024,Kenny Payne,203.0,88.0,University of Louisville,1966.0,Laurel,Mississippi,2.03,21.35455847023709
2025,Drazen Petrovic*,196.0,88.0,,1964.0,Sibenik,Croatia,1.96,22.907122032486466
2026,Brian Quinnett,203.0,106.0,Washington State University,1966.0,Pullman,Washington,2.03,25.722536339149222
2027,J.R. Reid,203.0,106.0,,1966.0,,,2.03,25.722536339149222
2028,Glen Rice,201.0,97.0,University of Michigan,1967.0,Jacksonville,Arkansas,2.01,24.009306700329205
2029,Pooh Richardson,185.0,81.0,"University of California, Los Angeles",1966.0,Philadelphia,Pennsylvania,1.85,23.66691015339664
2030,Clifford Robinson,206.0,99.0,University of Southern California,1960.0,Oakland,California,2.06,23.329248751060423
2031,David Robinson*,216.0,106.0,United States Naval Academy,1965.0,Key West,Florida,2.16,22.719478737997253
2032,Doug Roth,211.0,115.0,University of Tennessee,1967.0,Knoxville,Tennessee,2.11,25.83050695177557
2033,Donald Royal,203.0,95.0,University of Notre Dame,1966.0,New Orleans,Louisiana,2.03,23.053216530369586
2034,Delaney Rudd,188.0,81.0,Wake Forest University,1962.0,Halifax,North Carolina,1.88,22.917609778180175
2035,Jeff Sanders,203.0,102.0,Georgia Southern University,1966.0,Augusta,Georgia,2.03,24.75187459050208
2036,Dexter Shouse,188.0,90.0,University of South Alabama,1963.0,Terre Haute,Indiana,1.88,25.46401086464464
2037,Michael Smith,208.0,102.0,Brigham Young University,1965.0,Rochester,New York,2.08,23.57618343195266
2038,Jay Taylor,190.0,86.0,Eastern Illinois University,1967.0,Aurora,Illinois,1.9,23.822714681440445
2039,Leonard Taylor,203.0,99.0,University of California,1966.0,Los Angeles,California,2.03,24.023878279016728
2040,Henry Turner,188.0,88.0,University of Nebraska,1938.0,,,1.88,24.898143956541425
2041,Gary Voce,206.0,108.0,University of Notre Dame,1965.0,Jamaica,,2.06,25.45008954661137
2042,Alexander Volkov,208.0,98.0,,1964.0,Omsk,Russia,2.08,22.65162721893491
2043,Doug West,198.0,90.0,Villanova University,1967.0,Altoona,Pennsylvania,1.98,22.95684113865932
2044,Randy White,203.0,108.0,Louisiana Tech University,1967.0,Shreveport,Louisiana,2.03,26.20786721347279
2045,Mike Williams,188.0,82.0,Lincoln University of Missouri,1945.0,Seattle,Washington,1.88,23.20054323223178
2046,Haywoode Workman,188.0,81.0,Oral Roberts University,1966.0,Charlotte,North Carolina,1.88,22.917609778180175
2047,Alaa Abdelnaby,208.0,108.0,Duke University,1968.0,Cairo,Egypt,2.08,24.96301775147929
2048,Mahmoud Abdul-Rauf,188.0,83.0,"University of California, Los Angeles",1942.0,Wilmington,Delaware,1.88,23.48347668628339
2049,Keith Askins,201.0,89.0,University of Alabama,1967.0,Athens,Alabama,2.01,22.02915769411649
2050,Milos Babic,213.0,108.0,Tennessee Technological University,1968.0,Kraljevo,Serbia,2.13,23.804800634794688
2051,Cedric Ball,203.0,95.0,University of North Carolina at Charlotte,1968.0,Worcester,Massachusetts,2.03,23.053216530369586
2052,Lance Blanks,193.0,86.0,University of Texas at Austin,1966.0,Del Rio,Texas,1.93,23.087868130688072
2053,Anthony Bonner,203.0,97.0,Saint Louis University,1968.0,St. Louis,Missouri,2.03,23.538547404693155
2054,Dee Brown,185.0,72.0,Jacksonville University,1968.0,Jacksonville,Florida,1.85,21.0372534696859
2055,Jud Buechler,198.0,99.0,University of Arizona,1968.0,San Diego,California,1.98,25.252525252525253
2056,Matt Bullard,208.0,97.0,University of Iowa,1967.0,Des Moines,Iowa,2.08,22.42048816568047
2057,Willie Burton,203.0,95.0,University of Minnesota,1968.0,Detroit,Michigan,2.03,23.053216530369586
2058,Rick Calloway,198.0,81.0,University of Kansas,1966.0,Cincinnati,Ohio,1.98,20.66115702479339
2059,Elden Campbell,211.0,97.0,Clemson University,1968.0,Los Angeles,California,2.11,21.787471081062872
2060,Duane Causwell,213.0,108.0,Temple University,1968.0,Queens Village,New York,2.13,23.804800634794688
2061,Cedric Ceballos,198.0,86.0,"California State University, Fullerton",1969.0,Maui,Hawaii,1.98,21.93653708805224
2062,Richard Coffey,198.0,96.0,University of Minnesota,1965.0,Aurora,North Carolina,1.98,24.487297214569942
2063,Derrick Coleman,208.0,104.0,Syracuse University,1967.0,Mobile,Alabama,2.08,24.038461538461537
2064,Bimbo Coles,185.0,81.0,Virginia Polytechnic Institute and State University,1968.0,Covington,Virginia,1.85,23.66691015339664
2065,Anthony Cook,206.0,92.0,University of Arizona,1967.0,Los Angeles,California,2.06,21.67970591007635
2066,Tony Dawson,201.0,97.0,Florida State University,1967.0,Kinston,North Carolina,2.01,24.009306700329205
2067,Mario Elie,196.0,95.0,American International College,1963.0,New York,New York,1.96,24.729279466888798
2068,A.J. English,196.0,95.0,,1963.0,,,1.96,24.729279466888798
2069,Danny Ferry,208.0,104.0,Duke University,1966.0,Hyattsville,Maryland,2.08,24.038461538461537
2070,Greg Foster,211.0,108.0,University of Texas at El Paso,1968.0,Oakland,California,2.11,24.258215224276185
2071,Tate George,196.0,86.0,University of Connecticut,1968.0,Newark,New Jersey,1.96,22.38650562265723
2072,Kendall Gill,196.0,88.0,University of Illinois at Urbana-Champaign,1968.0,Chicago,Illinois,1.96,22.907122032486466
2073,Gerald Glass,196.0,100.0,University of Mississippi,1967.0,Greenwood,Mississippi,1.96,26.030820491461892
2074,Dan Godfread,208.0,113.0,University of Evansville,1967.0,Fort Wayne,Indiana,2.08,26.118713017751478
2075,Jim Grandholm,213.0,106.0,University of South Florida,1960.0,Elkhart,Indiana,2.13,23.363970993409602
2076,Tony Harris,190.0,86.0,University of New Orleans,1967.0,Monroe,Louisiana,1.9,23.822714681440445
2077,Steve Henson,180.0,80.0,Kansas State University,1968.0,Junction City,Kansas,1.8,24.691358024691358
2078,Sean Higgins,206.0,92.0,University of Michigan,1968.0,Los Angeles,California,2.06,21.67970591007635
2079,Tyrone Hill,206.0,108.0,Xavier University,1968.0,Cincinnati,Ohio,2.06,25.45008954661137
2080,Dave Jamerson,196.0,86.0,Ohio University,1967.0,Clarksburg,West Virginia,1.96,22.38650562265723
2081,Henry James,203.0,99.0,St. Mary's University,1965.0,Centreville,Alabama,2.03,24.023878279016728
2082,Les Jepsen,213.0,107.0,University of Iowa,1967.0,Bowbells,North Dakota,2.13,23.584385814102145
2083,Alec Kessler,211.0,104.0,University of Georgia,1967.0,Minneapolis,Minnesota,2.11,23.35976280856225
2084,Bo Kimble,193.0,86.0,Loyola Marymount University,1966.0,Philadelphia,Pennsylvania,1.93,23.087868130688072
2085,Negele Knight,185.0,79.0,University of Dayton,1967.0,Detroit,Michigan,1.85,23.08254200146092
2086,Kurk Lee,190.0,86.0,Towson University,1967.0,Baltimore,Maryland,1.9,23.822714681440445
2087,Marcus Liberty,203.0,92.0,University of Illinois at Urbana-Champaign,1968.0,Chicago,Illinois,2.03,22.32522021888423
2088,Ian Lockhart,203.0,108.0,University of Tennessee,1967.0,Nassau,Bahamas,2.03,26.20786721347279
2089,Tony Massenburg,206.0,99.0,University of Maryland,1967.0,Sussex,Virginia,2.06,23.329248751060423
2090,Travis Mays,188.0,86.0,University of Texas at Austin,1968.0,Ocala,Florida,1.88,24.332277048438208
2091,Terry Mills,208.0,104.0,University of Michigan,1967.0,Romulus,Michigan,2.08,24.038461538461537
2092,Chris Munk,206.0,102.0,University of Southern California,1967.0,San Francisco,California,2.06,24.036195682910737
2093,Jerrod Mustaf,208.0,107.0,University of Maryland,1969.0,Whiteville,North Carolina,2.08,24.73187869822485
2094,Dan O'Sullivan,208.0,113.0,Fordham University,1968.0,Bronx,New York,2.08,26.118713017751478
2095,Alan Ogg,218.0,108.0,University of Alabama at Birmingham,1967.0,Lancaster,Ohio,2.18,22.72535981819712
2096,Brian Oliver,193.0,95.0,Georgia Institute of Technology,1968.0,Chicago,Illinois,1.93,25.50404037692287
2097,Gerald Paddio,201.0,92.0,"University of Nevada, Las Vegas",1965.0,Lafayette,Louisiana,2.01,22.771713571446256
2098,Walter Palmer,216.0,97.0,Dartmouth College,1968.0,Ithaca,New York,2.16,20.790466392318244
2099,Gary Payton*,193.0,81.0,Oregon State University,1968.0,Oakland,California,1.93,21.745550216113184
2100,Kevin Pritchard,190.0,81.0,University of Kansas,1967.0,Bloomington,Indiana,1.9,22.437673130193907
2101,Larry Robinson,190.0,81.0,Centenary College of Louisiana,1968.0,Bossier City,Louisiana,1.9,22.437673130193907
2102,Rumeal Robinson,188.0,88.0,University of Michigan,1966.0,Mandeville,Jamaica,1.88,24.898143956541425
2103,Steve Scheffler,206.0,113.0,Purdue University,1967.0,Grand Rapids,Michigan,2.06,26.628334433028563
2104,Dwayne Schintzius,216.0,117.0,University of Florida,1968.0,Brandon,Florida,2.16,25.077160493827158
2105,Dennis Scott,203.0,103.0,Georgia Institute of Technology,1968.0,Hagerstown,Maryland,2.03,24.994540027663867
2106,Lionel Simmons,201.0,95.0,La Salle University,1968.0,Philadelphia,Pennsylvania,2.01,23.514269448776027
2107,Tony Smith,201.0,95.0,,1968.0,,,2.01,23.514269448776027
2108,Felton Spencer,213.0,120.0,University of Louisville,1968.0,Louisville,Kentucky,2.13,26.44977848310521
2109,Irving Thomas,203.0,102.0,Florida State University,1966.0,Brooklyn,New York,2.03,24.75187459050208
2110,Andy Toolson,198.0,95.0,Brigham Young University,1966.0,Chicago,Illinois,1.98,24.232221201918172
2111,Loy Vaught,206.0,104.0,University of Michigan,1968.0,Grand Rapids,Michigan,2.06,24.507493637477616
2112,Stojko Vrankovic,218.0,117.0,,1964.0,Drnis,Croatia,2.18,24.619139803046878
2113,Jayson Williams,206.0,108.0,St. John's University,1968.0,Ritter,South Carolina,2.06,25.45008954661137
2114,Kenny Williams,188.0,79.0,St. John's University,1961.0,New York,New York,1.88,22.351742870076958
2115,Scott Williams,208.0,104.0,University of North Carolina,1968.0,Hacienda Heights,California,2.08,24.038461538461537
2116,Trevor Wilson,201.0,95.0,"University of California, Los Angeles",1968.0,Los Angeles,California,2.01,23.514269448776027
2117,Kennard Winchester,196.0,95.0,Averett University,1966.0,Chestertown,Maryland,1.96,24.729279466888798
2118,Howard Wright,190.0,83.0,Austin Peay State University,1947.0,Louisville,Kentucky,1.9,22.991689750692522
2119,A.J. Wynder,190.0,83.0,,1947.0,,,1.9,22.991689750692522
2120,Victor Alexander,206.0,120.0,Iowa State University,1969.0,Detroit,Michigan,2.06,28.27787727401263
2121,Kenny Anderson,183.0,76.0,Georgia Institute of Technology,1970.0,Queens,New York,1.83,22.694018931589476
2122,Greg Anthony,183.0,79.0,"University of Nevada, Las Vegas",1967.0,Las Vegas,Nevada,1.83,23.589835468362743
2123,Stacey Augmon,203.0,92.0,"University of Nevada, Las Vegas",1968.0,Pasadena,California,2.03,22.32522021888423
2124,Isaac Austin,208.0,115.0,Arizona State University,1969.0,Gridley,California,2.08,26.58099112426035
2125,Steve Bardo,196.0,86.0,University of Illinois at Urbana-Champaign,1968.0,Henderson,Kentucky,1.96,22.38650562265723
2126,David Benoit,203.0,99.0,University of Alabama,1968.0,Lafayette,Louisiana,2.03,24.023878279016728
2127,Terrell Brandon,180.0,81.0,University of Oregon,1970.0,Portland,Oregon,1.8,25.0
2128,Kevin Brooks,198.0,90.0,University of Louisiana at Lafayette,1969.0,Beaufort,South Carolina,1.98,22.95684113865932
2129,Myron Brown,190.0,81.0,Slippery Rock University of Pennsylvania,1969.0,McKees Rocks,Pennsylvania,1.9,22.437673130193907
2130,Randy Brown,203.0,99.0,University of Idaho,1965.0,Atlanta,Georgia,2.03,24.023878279016728
2131,Demetrius Calip,185.0,74.0,University of Michigan,1969.0,Flint,Michigan,1.85,21.62162162162162
2132,Pete Chilcutt,208.0,104.0,University of North Carolina,1968.0,Sumter,South Carolina,2.08,24.038461538461537
2133,Marty Conlon,208.0,101.0,Providence College,1968.0,Bronx,New York,2.08,23.345044378698223
2134,Tom Copa,208.0,124.0,Marquette University,1964.0,Robbinsdale,Minnesota,2.08,28.661242603550292
2135,Chris Corchiani,183.0,83.0,North Carolina State University,1968.0,Coral Gables,Florida,1.83,24.78425751739377
2136,Corey Crowder,196.0,97.0,Kentucky Wesleyan College,1969.0,Carrollton,Georgia,1.96,25.249895876718035
2137,Dale Davis,211.0,104.0,Clemson University,1969.0,Toccoa,Georgia,2.11,23.35976280856225
2138,Bison Dele,206.0,106.0,University of Arizona,1969.0,Fresno,California,2.06,24.97879159204449
2139,Patrick Eddie,211.0,108.0,University of Mississippi,1967.0,Milwaukee,Wisconsin,2.11,24.258215224276185
2140,LeRon Ellis,208.0,95.0,St. John's University,1940.0,Far Rockaway,New York,2.08,21.958210059171595
2141,Rick Fox,201.0,104.0,University of North Carolina,1969.0,Toronto,Canada,2.01,25.741937080765336
2142,Chris Gatling,208.0,99.0,Old Dominion University,1967.0,Elizabeth,New Jersey,2.08,22.882766272189347
2143,Paul Graham,198.0,90.0,Ohio University,1967.0,Philadelphia,Pennsylvania,1.98,22.95684113865932
2144,Sean Green,196.0,95.0,Iona College,1970.0,Santa Monica,California,1.96,24.729279466888798
2145,Carl Herrera,206.0,97.0,University of Houston,1966.0,Trinidad,Trinidad and Tobago,2.06,22.857950796493544
2146,Donald Hodge,213.0,104.0,Temple University,1969.0,Washington,District of Columbia,2.13,22.923141352024516
2147,Brian Howard,198.0,92.0,North Carolina State University,1967.0,Winston-Salem,North Carolina,1.98,23.46699316396286
2148,Cedric Hunter,183.0,81.0,University of Kansas,1965.0,Wichita Falls,Texas,1.83,24.187046492878256
2149,Mike Iuzzolino,178.0,79.0,Saint Francis University,1968.0,Altoona,Pennsylvania,1.78,24.933720489837143
2150,Rich King,218.0,117.0,University of Nebraska,1969.0,Lincoln,Nebraska,2.18,24.619139803046878
2151,Doug Lee,196.0,90.0,Purdue University,1964.0,Washington,Illinois,1.96,23.427738442315704
2152,Luc Longley,218.0,120.0,University of New Mexico,1969.0,Melbourne,Australia,2.18,25.2503997979968
2153,Kevin Lynch,196.0,88.0,University of Minnesota,1968.0,Bloomington,Minnesota,1.96,22.907122032486466
2154,Mark Macon,196.0,83.0,Temple University,1969.0,Saginaw,Michigan,1.96,21.605581007913372
2155,Tharon Mayes,190.0,79.0,Florida State University,1968.0,New Haven,Connecticut,1.9,21.883656509695292
